key,gmods,col,stat,mpkey,code,section,crn,title,yc_attrs,ci_attrs,description,hours,regnotes,rp_attr,instructordetail_html,meeting_html,final_exam,resources,last_updated,srcdb
1529,"Y,1,A,Q,F,C,V,2,3,7,4,G,K,J,W,L,8,Z,5,H,M,6,N,9,D,B,X,I,P,R,O,U,S,T,E",YC,A,2021,GMAN 165,01,11211,The German Fairy Tale and its Legacy,This course can be applied towards the following Yale College distributional requirements: <ul><li>Humanities and Arts</li><li>Language (5)</li></ul>,,"<p>Once upon a time, long before Tolkien, Disney, or Rowling, two brothers named Grimm published a collection of fairy tales that went on to have an immense cultural impact throughout the world. German children grow up with these fairy tales and they play a huge part in German culture even today. The Grimm fairy tales are the textual point of departure for a multi-faceted, integrative exploration of this popular and influential genre through time. Students explore fairy tales by Wilhelm Hauff and Ludwig Bechstein, as well as traditional cultural theories of the German fairy tale, psychoanalytic and pedagogical interpretive approaches, and contextualization of this genre in cultural and social history. The focus is on the role that the literary fairy tale played in German culture throughout history and the impact German fairy tales still have today.</p>
<p class=""prereqs"">Prerequisite: Successful completion of L4 German, or appropriate level on the German placement test.</p>",1,,,"<div class=""instructor-detail"">Theresa Schenker</div>","<div class=""meet"">TTh 11:35am-12:50pm<span class=""meet-room-201803""> in WLH 013</span></div>",HTBA,,Sun Jul 29 2018 11:34:55 GMT-0500 (CDT),201803
1530,"Y,1,A,Q,F,C,2,3,7,4,G,L,8,Z,5,M,6,9,D,X,U",YC,A,2038,GMAN 172,01,14277,Introduction to German Theater,This course can be applied towards the following Yale College distributional requirements: <ul><li>Humanities and Arts</li><li>Language (5)</li></ul>,,"<p>An advanced language course that addresses key authors and works of the German theatrical tradition. Refinement of skills in reading comprehension, writing, and speaking. Authors include Lessing, Goethe, Schiller, Kleist, Büchner, Hebbel, Wedekind, Brecht, and Müller.</p>",1,,,"<div class=""instructor-detail"">Susan Morrow</div>","<div class=""meet"">MW 9am-10:15am</div>",HTBA,,Sun Jul 29 2018 11:34:55 GMT-0500 (CDT),201803
1531,"Y,1,A,Q,F,C,2,3,7,4,G,K,W,L,8,Z,5,H,M,6,9,X,I,U",YC,C,1,GMAN 177,01,11212,Introduction to German Literature and Film,This course can be applied towards the <i>Language (5)</i> Yale College distributional requirement.,,"<p>Study of key films and works of the twentieth-century around problems of the state, with focus on development of advanced reading comprehension, writing, and speaking skills. Films from the Weimar period to recent Berlin School realism by directors Wiene, Lang, Kluge, Haneke, Petzold, and Farocki. Readings from short stories, novellas, and essays by Kafka, Kracauer, Arendt, Böll, Wolf, Schlögel, and Passig.</p>
<p class=""prerequisites"">Prerequisite: <a href=""/search/?p=GMAN%20150"" data-action=""result-detail"" data-group=""code:GMAN 150"" >GMAN 150</a> or L5 placement.</p>",1,,,,,HTBA,,Sun Jul 29 2018 11:34:55 GMT-0500 (CDT),201803
1532,"Y,1,A,Q,F,C,V,2,3,7,4,G,K,J,W,L,8,Z,5,H,M,6,N,9,D,B,X,I,P,R,O,U,S,T",YC,A,2229,GMAN 254,01,11575,Jewish Philosophy,This course can be applied towards the following Yale College distributional requirements: <ul><li>Humanities and Arts</li><li>Writing</li></ul>,,"<p>Introduction to Jewish philosophy, including classical rationalism of Maimonides, classical kabbalah, and Franz Rosenzweig's inheritance of both traditions. Critical examination of concepts arising in and from Jewish life and experience, in a way that illuminates universal problems of leading a meaningful human life in a multicultural and increasingly globalized world. No previous knowledge of Judaism is required.</p>",1,,,"<div class=""instructor-detail"">Paul Franks</div>","<div class=""meet"">WF 9am-10:15am</div>",HTBA,,Sun Jul 29 2018 11:34:55 GMT-0500 (CDT),201803
1533,"Y,1,A,Q,F,C,V,2,3,7,4,G,K,J,W,L,8,Z,5,H,M,6,N,9,D,B,X,I,P,R,O,U,S,T,E",YC,A,2033,GMAN 311,01,11213,The Age of Goethe,This course can be applied towards the <i>Humanities and Arts</i> Yale College distributional requirement.,,"<p>Introduction to Germany's classical period, from the 1780s to the 1810s, with attention to the varied forms of literature, philosophy, art, music, and culture. The close connection between literature and philosophy; the theoretical foundations of European Romanticism. Some attention to twentieth‐century theory. </p>",1,,,"<div class=""instructor-detail"">Kirk Wetters</div>","<div class=""meet"">TTh 9am-10:15am</div>",HTBA,,Sun Jul 29 2018 11:34:55 GMT-0500 (CDT),201803
1534,"Y,1,A,Q,F,C,V,2,3,7,4,G,K,J,W,L,8,Z,5,H,M,6,N,9,D,B,X,I,P,R,O,U,S,T,E",YC,A,2063,GMAN 314,01,12453,Contemporary Critical Theory,This course can be applied towards the <i>Social Sciences</i> Yale College distributional requirement.,,"<p>Frankfurt School and Critical Theory focuses on a number of unresolved questions such as pragmatic Kantianism; modernity and post-colonial theory; the idea of progress in critical theory; and judgment as amoral, political, aesthetic. Readings from: Habermas, McCarthy, Baynes, Honneth, A. Allen, Ferrara, and Zerilli.</p>
<p class=""prerequisites"">Prerequisite: Directed Studies or two or more advanced courses in modern political philosophy.</p>",1,,,"<div class=""instructor-detail"">Seyla Benhabib</div>","<div class=""meet"">T 3:30pm-5:20pm</div>",HTBA,,Sun Jul 29 2018 11:34:55 GMT-0500 (CDT),201803
1535,"Y,1,A,Q,F,C,V,2,3,7,4,G,K,J,W,L,8,Z,5,H,M,6,N,9,D,B,X,I,P,R,O,U,S,T,E",YC,A,2020,GMAN 326,01,11791,Franz Kafka and Thomas Mann: Two Modernisms,This course can be applied towards the <i>Humanities and Arts</i> Yale College distributional requirement.,,"<p>Comparison of Kafka's radical modernism and Mann's neoclassical realism as fundamentally different modes of responding to the challenges of twentieth-century culture. Close reading of short stories by both writers, with attention to the authors' themes, literary techniques, and worldviews.</p>
<p class=""prerequisites"">Discussion in English; readings in German or English.</p>",1,,,"<div class=""instructor-detail"">Jan Hagens</div>","<div class=""meet"">TTh 2:30pm-3:45pm</div>",HTBA,,Sun Jul 29 2018 11:34:55 GMT-0500 (CDT),201803
1536,"Y,1,A,Q,F,C,V,2,3,7,4,G,K,J,W,L,8,Z,5,H,M,6,N,9,D,B,X,I,P,R,O,U,S,T,E",YC,A,2058,GMAN 371,01,13290,Kafka and the Philosophers,This course can be applied towards the <i>Humanities and Arts</i> Yale College distributional requirement.,,"<p>The notion of the “Kafkaesque” is testimony to the exceptional place and impact of Kafka’s work and writing in world literature. In fact, Kafka has not only been extensively imitated by other writers and read by literary critics but his narratives and novels became the place of intense engagement by philosophers. More often than not, Kafka is not just another example for a theoretical concept but offers the possibility for new concepts or even requires new ways of thinking. An introduction into Kafka’s world of writing is offered by the reading of pieces form his early work (<em>Description of a Struggle</em>), the novel <em>The Trial</em> (with Orson Welles’s movie), and the late narrative <em>Josephine, the Singer</em>. The philosophers to read on Kafka (and in their own context) are Albert Camus, Walter Benjamin, Theodor W. Adorno, Maurice Blanchot, Gilles Deleuze, Jacques Derrida, Claudio Agamben, and, in conjunction with Kafka, Stanley Cavell and Richard Rorty.</p>",1,,,"<div class=""instructor-detail"">Rüdiger Campe</div>","<div class=""meet"">M 1:30pm-3:20pm</div>",HTBA,,Sun Jul 29 2018 11:34:55 GMT-0500 (CDT),201803
1537,"Y,1,A,Q,F,C,V,2,3,7,4,G,K,J,W,L,8,Z,5,H,M,6,N,9,D,B,X,I,P,R,O,U,S,T,E",YC,A,2076,GMAN 379,01,14159,German Cinema 1918–1933,This course can be applied towards the following Yale College distributional requirements: <ul><li>Humanities and Arts</li><li>Writing</li></ul>,,"<p>The years between 1918 and 1933 are the Golden Age of German film. In its development from Expressionism to Social Realism, this German cinema produced works of great variety, many of them in the international avantgarde. This introductory seminar gives an overview of the silent movies and sound films made during the Weimar Republic and situate them in their artistic, cultural, social, and political context between WWI and WWII, between the Kaiser’s German Empire and the Nazis’ Third Reich. Further objectives include: familiarizing students with basic categories of film studies and film analysis; showing how these films have shaped the history and the language of film; discussing topic-oriented and methodological issues such as: film genres (horror film, film noir, science fiction, street film, documentary film); set design, camera work, acting styles; narration in film; avantgarde cinema; the advent and use of sound in film; Realism versus Expressionism; film and popular mythology; melodrama; representation of women; modern urban life as spectacle; film and politics. Directors studied include: Grune, Lang, Lubitsch, Murnau, Pabst, Richter, Ruttmann, Sagan, von Sternberg, Wiene, et al.<br/>
 </p>",1,,,"<div class=""instructor-detail"">Jan Hagens</div>","<div class=""meet"">W 3:30pm-5:20pm</div>",HTBA,,Sun Jul 29 2018 11:34:55 GMT-0500 (CDT),201803
1538,"Y,1,A,Q,F,C,V,2,3,7,4,G,K,J,W,L,8,Z,5,H,M,6,N,9,D,B,X,I,P,R,O,U,S,T",YC,A,2245,GMAN 381,01,11570,Kant's <em>Critique of Pure Reason</em>,This course can be applied towards the <i>Humanities and Arts</i> Yale College distributional requirement.,,"<p>An examination of the metaphysical and epistemological doctrines of Kant's <em>Critique of Pure Reason</em>.</p>
<p class=""prerequisites"">Prerequisite: <a href=""/search/?p=PHIL%20126"" data-action=""result-detail"" data-group=""code:PHIL 126""  class=""notoffered"">PHIL 126</a> or <a href=""/search/?p=DRST%20004"" data-action=""result-detail"" data-group=""code:DRST 004""  class=""notoffered"">DRST 004</a>.</p>",1,,,"<div class=""instructor-detail"">Paul Franks</div>","<div class=""meet"">WF 1pm-2:15pm</div>",HTBA,,Sun Jul 29 2018 11:34:55 GMT-0500 (CDT),201803
1539,"E,1,A,F,C,2,3,7,4,G,K,L,8,Z,5,M,6,9,X,U",YC,A,1,GMAN 478,01,11215,Directed Readings or Individual Research in Germanic Languages and Literatures,,,"<p>Individual study under faculty supervision. Applicants must submit a prospectus and bibliography approved by the faculty adviser to the director of undergraduate studies. The student meets with the adviser at least one hour each week and takes a final examination or writes a term paper.</p>
<p class=""prerequisites"">No credit granted without prior approval of the director of undergraduate studies.</p>",1,,,,,HTBA,,Sun Jul 29 2018 11:34:55 GMT-0500 (CDT),201803
1540,"Z,1,A,Q,F,C,2,3,7,4,G,L,8,5,M,6,9,X,U,Y",YC,A,1,GMAN 492,01,11216,The Senior Essay Tutorial,,,<p>Preparation of an original essay under the direction of a faculty adviser.</p>,1,,,,,HTBA,,Sun Jul 29 2018 11:34:55 GMT-0500 (CDT),201803
1546,"Y,1,A,Q,F,C,2,3,7,4,G,L,8,Z,5,M,6,9,X,U",YC,A,2025,GREK 110,01,13330,Beginning Greek: The Elements of Greek Grammar,This course can be applied towards the <i>Language (1)</i> Yale College distributional requirement.,,"<p>Introduction to ancient Greek. Emphasis on morphology and syntax within a structured program of readings and exercises. Prepares for <a href=""/search/?p=GREK%20120"" data-action=""result-detail"" data-group=""code:GREK 120""  class=""notoffered"">GREK 120</a>.</p>
<p class=""prerequisites"">No prior knowledge of Greek assumed.</p>",1.5,,This course meets during the <i>Reading Period</i>: the week between the last week of classes and finals week. Meets Reading Period,"<div class=""instructor-detail"">Treasa Bell</div>","<div class=""meet"">MTWThF 9:25am-10:15am</div>",HTBA,,Sun Jul 29 2018 11:34:55 GMT-0500 (CDT),201803
1547,"Y,1,A,Q,F,C,2,3,7,4,G,L,8,Z,5,M,6,9,X,U",YC,A,2026,GREK 131,01,13331,Greek Prose: An Introduction,This course can be applied towards the <i>Language (3)</i> Yale College distributional requirement.,,"<p>Close reading of selections from classical Greek prose with review of grammar.</p>
<p class=""prerequisites"">Counts as L4 if taken after <a href=""/search/?p=GREK%20141"" data-action=""result-detail"" data-group=""code:GREK 141""  class=""notoffered"">GREK 141</a> or equivalent.</p>",1,,,"<div class=""instructor-detail"">Rachel Love</div>","<div class=""meet"">MWF 9:25am-10:15am</div>",HTBA,,Sun Jul 29 2018 11:34:55 GMT-0500 (CDT),201803
1548,"Y,1,A,Q,F,C,2,3,7,4,G,L,8,Z,5,M,6,9,D,X,U",YC,A,2038,GREK 450,01,13332,Euripides,This course can be applied towards the following Yale College distributional requirements: <ul><li>Humanities and Arts</li><li>Language (5)</li></ul>,,"Close reading of two late plays of Euripides: <i>Helen</i> and <i>Ion.</i> Euripides' literary and dramatic technique; issues of myth, geography, and cultural and personal identity.<br/>",1,,,"<div class=""instructor-detail"">Egbert Bakker</div>","<div class=""meet"">MW 9am-10:15am</div>",HTBA,,Sun Jul 29 2018 11:34:55 GMT-0500 (CDT),201803
1549,"Y,1,A,Q,F,C,V,2,3,7,4,G,K,J,W,L,8,Z,5,H,M,6,N,9,D,B,X,I,P,R,O,U,S,T,E",YC,A,2035,GREK 459,01,13333,Gender & Citizenship in Athenian Law,This course can be applied towards the following Yale College distributional requirements: <ul><li>Humanities and Arts</li><li>Language (5)</li></ul>,,"<p>This course examines the intersection of gender and citizenship in Athenian forensic (lawcourt) oratory from the 4th century BCE. We read and analyze selected speeches by Lysias, Demosthenes, Aeschines, and Apollodorus with particular attention to the ways in which these speeches represent and negotiate norms of gender and an inquiry into the interrelationship of sex, gender, and citizenship in Athenian law. The course focuses on the translation and interpretation of Athenian lawcourt speeches, informed by scholarship on Athenian law, scholarship on gender and sexuality in ancient Greece, and pertinent works of gender theory. This is a bridge course, intended to build competence and confidence in reading Greek and interpreting Greek literature.</p>
<p class=""prereqs"">Prerequisite: Completion of an L4 Greek course or its equivalent.Â </p>",1,,,"<div class=""instructor-detail"">Emily Greenwood</div>","<div class=""meet"">TTh 1pm-2:15pm</div>",HTBA,,Sun Jul 29 2018 11:34:55 GMT-0500 (CDT),201803
